frame,H_Water_IF->O_SiO2_Surface,H_Water_IF->O_SiO2_Structural,H_Water_IF->O_Hydroxyl_CSH,H_Water_IF->O_NBO_CSH,H_Water_IF->O_Bridging_CSH,H_Water_IF->O_Water_CSH,H_Water_IF->O_Water_IF,H_Water_IF->O_Water_IF_CaCoord,H_Hydroxyl_CSH->O_SiO2_Surface,H_Hydroxyl_CSH->O_SiO2_Structural,H_Hydroxyl_CSH->O_Water_IF,H_Hydroxyl_CSH->O_Water_IF_CaCoord,H_Water_CSH->O_SiO2_Surface,H_Water_CSH->O_SiO2_Structural,H_Water_CSH->O_Water_IF,H_Water_CSH->O_Water_IF_CaCoord,H_SiO2_Hydroxyl->O_Hydroxyl_CSH,H_SiO2_Hydroxyl->O_NBO_CSH,H_SiO2_Hydroxyl->O_Water_CSH,H_SiO2_Hydroxyl->O_Bridging_CSH,H_SiO2_Hydroxyl->O_Water_IF,H_SiO2_Hydroxyl->O_Water_IF_CaCoord,H_Water_IF->O_SiO2_Surface_per_nm2,H_Water_IF->O_SiO2_Structural_per_nm2,H_Water_IF->O_Hydroxyl_CSH_per_nm2,H_Water_IF->O_NBO_CSH_per_nm2,H_Water_IF->O_Bridging_CSH_per_nm2,H_Water_IF->O_Water_CSH_per_nm2,H_Water_IF->O_Water_IF_per_nm2,H_Water_IF->O_Water_IF_CaCoord_per_nm2,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm2,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm2,H_Hydroxyl_CSH->O_Water_IF_per_nm2,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm2,H_Water_CSH->O_SiO2_Surface_per_nm2,H_Water_CSH->O_SiO2_Structural_per_nm2,H_Water_CSH->O_Water_IF_per_nm2,H_Water_CSH->O_Water_IF_CaCoord_per_nm2,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm2,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_CSH_per_nm2,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm2,H_Water_IF->O_SiO2_Surface_per_nm3,H_Water_IF->O_SiO2_Structural_per_nm3,H_Water_IF->O_Hydroxyl_CSH_per_nm3,H_Water_IF->O_NBO_CSH_per_nm3,H_Water_IF->O_Bridging_CSH_per_nm3,H_Water_IF->O_Water_CSH_per_nm3,H_Water_IF->O_Water_IF_per_nm3,H_Water_IF->O_Water_IF_CaCoord_per_nm3,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm3,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm3,H_Hydroxyl_CSH->O_Water_IF_per_nm3,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm3,H_Water_CSH->O_SiO2_Surface_per_nm3,H_Water_CSH->O_SiO2_Structural_per_nm3,H_Water_CSH->O_Water_IF_per_nm3,H_Water_CSH->O_Water_IF_CaCoord_per_nm3,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm3,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_CSH_per_nm3,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm3,H_Water_IF->O_SiO2_Surface_per_donor,H_Water_IF->O_SiO2_Structural_per_donor,H_Water_IF->O_Hydroxyl_CSH_per_donor,H_Water_IF->O_NBO_CSH_per_donor,H_Water_IF->O_Bridging_CSH_per_donor,H_Water_IF->O_Water_CSH_per_donor,H_Water_IF->O_Water_IF_per_donor,H_Water_IF->O_Water_IF_CaCoord_per_donor,H_Hydroxyl_CSH->O_SiO2_Surface_per_donor,H_Hydroxyl_CSH->O_SiO2_Structural_per_donor,H_Hydroxyl_CSH->O_Water_IF_per_donor,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_donor,H_Water_CSH->O_SiO2_Surface_per_donor,H_Water_CSH->O_SiO2_Structural_per_donor,H_Water_CSH->O_Water_IF_per_donor,H_Water_CSH->O_Water_IF_CaCoord_per_donor,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_donor,H_SiO2_Hydroxyl->O_NBO_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_CSH_per_donor,H_SiO2_Hydroxyl->O_Bridging_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_IF_per_donor,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_donor
152,120,0,29,15,9,28,198,12,0,0,20,7,15,0,36,6,0,0,0,0,2,0,6.181987072,0,1.493980209,0.772748384,0.4636490304,1.44246365,10.20027867,0.6181987072,0,0,1.030331179,0.3606159125,0.772748384,0,1.854596122,0.3090993536,0,0,0,0,0.1030331179,0,2.686434616,0,0.6492216989,0.335804327,0.2014825962,0.6268347438,4.432617117,0.2686434616,0,0,0.4477391027,0.1567086859,0.335804327,0,0.8059303848,0.1343217308,0,0,0,0,0.04477391027,0,0.2027027027,0,0.04898648649,0.02533783784,0.0152027027,0.0472972973,0.3344594595,0.02027027027,0,0,0.06825938567,0.02389078498,0.08620689655,0,0.2068965517,0.03448275862,0,0,0,0,0.01111111111,0
153,122,0,21,14,13,27,186,13,0,0,20,3,15,0,41,6,0,0,0,0,2,0,6.28502019,0,1.081847738,0.721231825,0.6697152661,1.390947091,9.582079961,0.6697152661,0,0,1.030331179,0.1545496768,0.772748384,0,2.112178916,0.3090993536,0,0,0,0,0.1030331179,0,2.746544844,0,0.4727659158,0.3151772772,0.2926646146,0.6078418918,4.187355255,0.2926646146,0,0,0.4502532532,0.06753798798,0.3376899399,0,0.923019169,0.135075976,0,0,0,0,0.04502532532,0,0.2057335582,0,0.03541315346,0.02360876897,0.02192242833,0.0455311973,0.3136593592,0.02192242833,0,0,0.06734006734,0.0101010101,0.08620689655,0,0.2356321839,0.03448275862,0,0,0,0,0.01111111111,0
154,111,0,24,17,13,24,192,14,0,0,31,5,12,1,36,5,0,0,0,0,1,0,5.718338041,0,1.236397414,0.8757815018,0.6697152661,1.236397414,9.891179315,0.721231825,0,0,1.597013327,0.2575827947,0.6181987072,0.05151655893,1.854596122,0.2575827947,0,0,0,0,0.05151655893,0,2.489230207,0,0.5382119366,0.3812334551,0.2915314656,0.5382119366,4.305695493,0.313956963,0,0,0.6951904181,0.1121274868,0.2691059683,0.02242549736,0.8073179049,0.1121274868,0,0,0,0,0.02242549736,0,0.1868686869,0,0.0404040404,0.02861952862,0.02188552189,0.0404040404,0.3232323232,0.02356902357,0,0,0.1050847458,0.01694915254,0.0701754386,0.005847953216,0.2105263158,0.02923976608,0,0,0,0,0.005555555556,0
155,119,0,25,14,7,34,204,13,0,0,24,7,11,0,38,4,0,0,0,0,2,0,6.130470513,0,1.287913973,0.721231825,0.3606159125,1.751563004,10.50937802,0.6697152661,0,0,1.236397414,0.3606159125,0.5666821483,0,1.957629239,0.2060662357,0,0,0,0,0.1030331179,0,2.659142916,0,0.5586434698,0.3128403431,0.1564201716,0.759755119,4.558530714,0.2904946043,0,0,0.536297731,0.1564201716,0.2458031267,0,0.8491380741,0.08938295517,0,0,0,0,0.04469147759,0,0.2,0,0.04201680672,0.02352941176,0.01176470588,0.05714285714,0.3428571429,0.0218487395,0,0,0.0830449827,0.02422145329,0.0632183908,0,0.2183908046,0.02298850575,0,0,0,0,0.01111111111,0
156,128,0,27,15,7,32,202,13,0,0,27,6,11,0,48,5,0,0,0,0,2,0,6.594119543,0,1.390947091,0.772748384,0.3606159125,1.648529886,10.4063449,0.6697152661,0,0,1.390947091,0.3090993536,0.5666821483,0,2.472794829,0.2575827947,0,0,0,0,0.1030331179,0,2.870831071,0,0.6055659291,0.3364255161,0.1569985742,0.7177077678,4.530530284,0.2915687807,0,0,0.6055659291,0.1345702065,0.2467120452,0,1.076561652,0.1121418387,0,0,0,0,0.04485673549,0,0.2162162162,0,0.04560810811,0.02533783784,0.01182432432,0.05405405405,0.3412162162,0.02195945946,0,0,0.09278350515,0.0206185567,0.0632183908,0,0.275862069,0.02873563218,0,0,0,0,0.01111111111,0
157,117,0,22,14,10,27,193,11,0,0,27,2,15,0,47,3,0,0,0,0,2,0,6.027437395,0,1.133364297,0.721231825,0.5151655893,1.390947091,9.942695874,0.5666821483,0,0,1.390947091,0.1030331179,0.772748384,0,2.42127827,0.1545496768,0,0,0,0,0.1030331179,0,2.637689082,0,0.4959757249,0.3156209159,0.2254435113,0.6086974806,4.351059769,0.2479878625,0,0,0.6086974806,0.04508870226,0.338165267,0,1.059584503,0.0676330534,0,0,0,0,0.04508870226,0,0.197301855,0,0.0370994941,0.02360876897,0.01686340641,0.0455311973,0.3254637437,0.01854974705,0,0,0.09342560554,0.006920415225,0.08670520231,0,0.2716763006,0.01734104046,0,0,0,0,0.01111111111,0
158,111,0,27,17,5,23,196,15,0,0,23,2,13,0,45,5,0,0,0,0,2,0,5.718338041,0,1.390947091,0.8757815018,0.2575827947,1.184880855,10.09724555,0.772748384,0,0,1.184880855,0.1030331179,0.6697152661,0,2.318245152,0.2575827947,0,0,0,0,0.1030331179,0,2.494221948,0,0.606702636,0.381997956,0.11235234,0.516820764,4.404211728,0.33705702,0,0,0.516820764,0.044940936,0.292116084,0,1.01117106,0.11235234,0,0,0,0,0.044940936,0,0.1859296482,0,0.04522613065,0.02847571189,0.00837520938,0.03852596315,0.3283082077,0.02512562814,0,0,0.07986111111,0.006944444444,0.07647058824,0,0.2647058824,0.02941176471,0,0,0,0,0.01111111111,0
159,99,0,28,20,5,26,196,12,0,0,19,4,11,0,41,5,0,0,0,0,2,0,5.100139334,0,1.44246365,1.030331179,0.2575827947,1.339430532,10.09724555,0.6181987072,0,0,0.9788146197,0.2060662357,0.5666821483,0,2.112178916,0.2575827947,0,0,0,0,0.1030331179,0,2.219311764,0,0.6276841353,0.448345811,0.1120864527,0.5828495542,4.393788947,0.2690074866,0,0,0.4259285204,0.08966916219,0.246590196,0,0.9191089124,0.1120864527,0,0,0,0,0.0448345811,0,0.1663865546,0,0.04705882353,0.03361344538,0.008403361345,0.04369747899,0.3294117647,0.02016806723,0,0,0.06574394464,0.01384083045,0.0650887574,0,0.2426035503,0.02958579882,0,0,0,0,0.01111111111,0
160,114,0,29,17,12,27,195,15,0,0,22,6,16,0,40,6,0,0,0,0,1,0,5.872887718,0,1.493980209,0.8757815018,0.6181987072,1.390947091,10.04572899,0.772748384,0,0,1.133364297,0.3090993536,0.8242649429,0,2.060662357,0.3090993536,0,0,0,0,0.05151655893,0,2.55295992,0,0.6494371727,0.3807045495,0.2687326232,0.6046484021,4.366905126,0.335915779,0,0,0.4926764758,0.1343663116,0.3583101642,0,0.8957754106,0.1343663116,0,0,0,0,0.02239438526,0,0.1906354515,0,0.04849498328,0.02842809365,0.02006688963,0.04515050167,0.3260869565,0.02508361204,0,0,0.07482993197,0.02040816327,0.09580838323,0,0.2395209581,0.03592814371,0,0,0,0,0.005555555556,0
161,115,0,28,18,6,24,195,12,0,0,27,3,17,0,45,4,0,0,0,0,2,0,5.924404277,0,1.44246365,0.9272980608,0.3090993536,1.236397414,10.04572899,0.6181987072,0,0,1.390947091,0.1545496768,0.8757815018,0,2.318245152,0.2060662357,0,0,0,0,0.1030331179,0,2.579779496,0,0.6281202251,0.4037915733,0.1345971911,0.5383887643,4.37440871,0.2691943822,0,0,0.6056873599,0.06729859554,0.3813587081,0,1.009478933,0.08973146072,0,0,0,0,0.04486573036,0,0.1929530201,0,0.04697986577,0.03020134228,0.01006711409,0.04026845638,0.3271812081,0.02013422819,0,0,0.09215017065,0.01023890785,0.1,0,0.2647058824,0.02352941176,0,0,0,0,0.01111111111,0
162,112,0,29,15,9,21,213,13,0,0,24,6,17,0,39,6,0,0,0,0,2,0,5.7698546,0,1.493980209,0.772748384,0.4636490304,1.081847738,10.97302705,0.6697152661,0,0,1.236397414,0.3090993536,0.8757815018,0,2.009145798,0.3090993536,0,0,0,0,0.1030331179,0,2.515657682,0,0.6513756499,0.3369184396,0.2021510638,0.4716858155,4.784241843,0.291995981,0,0,0.5390695034,0.1347673758,0.3818408982,0,0.875987943,0.1347673758,0,0,0,0,0.04492245862,0,0.1879194631,0,0.04865771812,0.02516778523,0.01510067114,0.03523489933,0.3573825503,0.02181208054,0,0,0.0830449827,0.02076124567,0.1,0,0.2294117647,0.03529411765,0,0,0,0,0.01111111111,0
163,123,0,33,19,7,19,195,7,0,0,28,4,12,0,40,6,0,0,0,0,2,0,6.336536749,0,1.700046445,0.9788146197,0.3606159125,0.9788146197,10.04572899,0.3606159125,0,0,1.44246365,0.2060662357,0.6181987072,0,2.060662357,0.3090993536,0,0,0,0,0.1030331179,0,2.754272923,0,0.738951272,0.4254567929,0.1567472395,0.4254567929,4.366530243,0.1567472395,0,0,0.626988958,0.08956985115,0.2687095534,0,0.8956985115,0.1343547767,0,0,0,0,0.04478492557,0,0.2063758389,0,0.05536912752,0.03187919463,0.01174496644,0.03187919463,0.3271812081,0.01174496644,0,0,0.09459459459,0.01351351351,0.07058823529,0,0.2352941176,0.03529411765,0,0,0,0,0.01111111111,0
164,108,0,31,19,8,24,202,12,0,0,23,7,13,0,45,6,0,0,0,0,2,0,5.563788365,0,1.597013327,0.9788146197,0.4121324715,1.236397414,10.4063449,0.6181987072,0,0,1.184880855,0.3606159125,0.6697152661,0,2.318245152,0.3090993536,0,0,0,0,0.1030331179,0,2.424424859,0,0.695899728,0.4265191882,0.1795870266,0.5387610798,4.534572421,0.2693805399,0,0,0.5163127015,0.1571386483,0.2918289182,0,1.010177025,0.1346902699,0,0,0,0,0.04489675665,0,0.181512605,0,0.05210084034,0.03193277311,0.01344537815,0.04033613445,0.3394957983,0.02016806723,0,0,0.07876712329,0.02397260274,0.07602339181,0,0.2631578947,0.0350877193,0,0,0,0,0.01111111111,0
165,117,0,30,19,8,22,192,11,0,0,25,3,11,0,43,6,0,0,0,0,1,0,6.027437395,0,1.545496768,0.9788146197,0.4121324715,1.133364297,9.891179315,0.5666821483,0,0,1.287913973,0.1545496768,0.5666821483,0,2.215212034,0.3090993536,0,0,0,0,0.05151655893,0,2.619825338,0,0.6717500867,0.4254417216,0.1791333565,0.4926167302,4.299200555,0.2463083651,0,0,0.5597917389,0.06717500867,0.2463083651,0,0.9628417909,0.1343500173,0,0,0,0,0.02239166956,0,0.1963087248,0,0.05033557047,0.03187919463,0.01342281879,0.03691275168,0.322147651,0.01845637584,0,0,0.08417508418,0.0101010101,0.06470588235,0,0.2529411765,0.03529411765,0,0,0,0,0.005555555556,0
166,99,0,29,24,7,22,218,14,0,0,25,4,9,0,41,3,0,0,0,0,2,0,5.100139334,0,1.493980209,1.236397414,0.3606159125,1.133364297,11.23060985,0.721231825,0,0,1.287913973,0.2060662357,0.4636490304,0,2.112178916,0.1545496768,0,0,0,0,0.1030331179,0,2.217403198,0,0.6495423509,0.5375522904,0.1567860847,0.4927562662,4.882766638,0.3135721694,0,0,0.5599503025,0.0895920484,0.2015821089,0,0.9183184961,0.0671940363,0,0,0,0,0.0447960242,0,0.1661073826,0,0.04865771812,0.04026845638,0.01174496644,0.03691275168,0.3657718121,0.02348993289,0,0,0.08561643836,0.01369863014,0.05263157895,0,0.2397660819,0.01754385965,0,0,0,0,0.01111111111,0
167,114,0,34,19,8,23,202,8,0,0,28,3,12,0,35,6,0,0,0,0,2,0,5.872887718,0,1.751563004,0.9788146197,0.4121324715,1.184880855,10.4063449,0.4121324715,0,0,1.44246365,0.1545496768,0.6181987072,0,1.803079563,0.3090993536,0,0,0,0,0.1030331179,0,2.565226137,0,0.7650674444,0.4275376895,0.1800158693,0.5175456241,4.545400699,0.1800158693,0,0,0.6300555424,0.06750595097,0.2700238039,0,0.787569428,0.1350119019,0,0,0,0,0.04500396732,0,0.1915966387,0,0.05714285714,0.03193277311,0.01344537815,0.03865546218,0.3394957983,0.01344537815,0,0,0.09589041096,0.0102739726,0.0701754386,0,0.2046783626,0.0350877193,0,0,0,0,0.01111111111,0
168,117,0,29,20,8,27,196,8,0,0,26,6,11,0,40,6,0,0,0,0,2,0,6.027437395,0,1.493980209,1.030331179,0.4121324715,1.390947091,10.09724555,0.4121324715,0,0,1.339430532,0.3090993536,0.5666821483,0,2.060662357,0.3090993536,0,0,0,0,0.1030331179,0,2.623430314,0,0.6502519581,0.4484496263,0.1793798505,0.6054069955,4.394806338,0.1793798505,0,0,0.5829845142,0.1345348879,0.2466472945,0,0.8968992526,0.1345348879,0,0,0,0,0.04484496263,0,0.196969697,0,0.04882154882,0.03367003367,0.01346801347,0.04545454545,0.32996633,0.01346801347,0,0,0.08843537415,0.02040816327,0.06470588235,0,0.2352941176,0.03529411765,0,0,0,0,0.01111111111,0
169,108,0,36,20,7,22,199,11,0,0,27,6,10,0,43,6,0,0,0,0,2,0,5.563788365,0,1.854596122,1.030331179,0.3606159125,1.133364297,10.25179523,0.5666821483,0,0,1.390947091,0.3090993536,0.5151655893,0,2.215212034,0.3090993536,0,0,0,0,0.1030331179,0,2.422910335,0,0.8076367785,0.4486870992,0.1570404847,0.4935558091,4.464436637,0.2467779045,0,0,0.6057275839,0.1346061297,0.2243435496,0,0.9646772632,0.1346061297,0,0,0,0,0.04486870992,0,0.1812080537,0,0.06040268456,0.03355704698,0.01174496644,0.03691275168,0.3338926174,0.01845637584,0,0,0.09152542373,0.02033898305,0.05882352941,0,0.2529411765,0.03529411765,0,0,0,0,0.01111111111,0
170,102,0,31,16,5,25,208,9,0,0,22,5,11,0,43,9,0,0,0,0,2,0,5.254689011,0,1.597013327,0.8242649429,0.2575827947,1.287913973,10.71544426,0.4636490304,0,0,1.133364297,0.2575827947,0.5666821483,0,2.215212034,0.4636490304,0,0,0,0,0.1030331179,0,2.282816676,0,0.6937972252,0.3580888904,0.1119027783,0.5595138913,4.655155575,0.2014250009,0,0,0.4923722243,0.1119027783,0.2461861122,0,0.962363893,0.2014250009,0,0,0,0,0.0447611113,0,0.1711409396,0,0.05201342282,0.02684563758,0.008389261745,0.04194630872,0.3489932886,0.01510067114,0,0,0.07482993197,0.01700680272,0.0650887574,0,0.2544378698,0.05325443787,0,0,0,0,0.01111111111,0
171,115,0,29,21,6,29,191,9,0,0,23,4,11,0,38,5,0,0,0,0,2,0,5.924404277,0,1.493980209,1.081847738,0.3090993536,1.493980209,9.839662756,0.4636490304,0,0,1.184880855,0.2060662357,0.5666821483,0,1.957629239,0.2575827947,0,0,0,0,0.1030331179,0,2.584418328,0,0.6517228828,0.47193726,0.1348392171,0.6517228828,4.292381745,0.2022588257,0,0,0.5168836657,0.08989281142,0.2472052314,0,0.8539817085,0.1123660143,0,0,0,0,0.04494640571,0,0.1936026936,0,0.04882154882,0.03535353535,0.0101010101,0.04882154882,0.3215488215,0.01515151515,0,0,0.07876712329,0.01369863014,0.06432748538,0,0.2222222222,0.02923976608,0,0,0,0,0.01111111111,0
172,108,0,31,15,8,23,203,12,0,0,26,5,6,0,40,3,0,0,0,0,2,0,5.563788365,0,1.597013327,0.772748384,0.4121324715,1.184880855,10.45786146,0.6181987072,0,0,1.339430532,0.2575827947,0.3090993536,0,2.060662357,0.1545496768,0,0,0,0,0.1030331179,0,2.426350702,0,0.6964525163,0.3369931531,0.1797296816,0.5167228347,4.560640671,0.2695945224,0,0,0.5841214653,0.112331051,0.1347972612,0,0.8986484081,0.06739863061,0,0,0,0,0.04493242041,0,0.1818181818,0,0.05218855219,0.02525252525,0.01346801347,0.03872053872,0.3417508418,0.0202020202,0,0,0.08783783784,0.01689189189,0.03488372093,0,0.2325581395,0.01744186047,0,0,0,0,0.01111111111,0
173,111,0,33,15,6,23,205,11,0,0,23,5,12,0,37,7,0,0,0,0,2,0,5.718338041,0,1.700046445,0.772748384,0.3090993536,1.184880855,10.56089458,0.5666821483,0,0,1.184880855,0.2575827947,0.6181987072,0,1.90611268,0.3606159125,0,0,0,0,0.1030331179,0,2.492174517,0,0.7409167482,0.3367803401,0.134712136,0.5163965215,4.602664648,0.2469722494,0,0,0.5163965215,0.1122601134,0.2694242721,0,0.8307248389,0.1571641587,0,0,0,0,0.04490404534,0,0.1868686869,0,0.05555555556,0.02525252525,0.0101010101,0.03872053872,0.3451178451,0.01851851852,0,0,0.07876712329,0.01712328767,0.06976744186,0,0.2151162791,0.04069767442,0,0,0,0,0.01111111111,0
174,126,0,39,21,8,19,214,9,0,0,26,5,9,0,37,8,0,0,0,0,2,0,6.491086425,0,2.009145798,1.081847738,0.4121324715,0.9788146197,11.02454361,0.4636490304,0,0,1.339430532,0.2575827947,0.4636490304,0,1.90611268,0.4121324715,0,0,0,0,0.1030331179,0,2.820910804,0,0.8731390584,0.4701518007,0.1791054479,0.4253754387,4.791070731,0.2014936289,0,0,0.5820927056,0.1119409049,0.2014936289,0,0.8283626965,0.1791054479,0,0,0,0,0.04477636197,0,0.211409396,0,0.06543624161,0.03523489933,0.01342281879,0.03187919463,0.3590604027,0.01510067114,0,0,0.08843537415,0.01700680272,0.05325443787,0,0.2189349112,0.04733727811,0,0,0,0,0.01111111111,0
175,107,0,33,18,6,20,194,10,0,0,22,6,10,0,40,8,0,0,0,0,2,0,5.512271806,0,1.700046445,0.9272980608,0.3090993536,1.030331179,9.994212433,0.5151655893,0,0,1.133364297,0.3090993536,0.5151655893,0,2.060662357,0.4121324715,0,0,0,0,0.1030331179,0,2.398960649,0,0.7398663684,0.4035634737,0.1345211579,0.4484038597,4.349517439,0.2242019298,0,0,0.4932442456,0.1345211579,0.2242019298,0,0.8968077193,0.1793615439,0,0,0,0,0.04484038597,0,0.1795302013,0,0.05536912752,0.03020134228,0.01006711409,0.03355704698,0.3255033557,0.01677852349,0,0,0.07508532423,0.0204778157,0.05882352941,0,0.2352941176,0.04705882353,0,0,0,0,0.01111111111,0
176,124,0,38,17,6,20,199,14,0,0,27,3,10,0,38,5,0,0,0,0,2,0,6.388053308,0,1.957629239,0.8757815018,0.3090993536,1.030331179,10.25179523,0.721231825,0,0,1.390947091,0.1545496768,0.5151655893,0,1.957629239,0.2575827947,0,0,0,0,0.1030331179,0,2.781439709,0,0.8523766849,0.3813264117,0.1345857923,0.4486193078,4.463762113,0.3140335155,0,0,0.6056360656,0.06729289617,0.2243096539,0,0.8523766849,0.112154827,0,0,0,0,0.04486193078,0,0.2073578595,0,0.0635451505,0.02842809365,0.01003344482,0.03344481605,0.3327759197,0.02341137124,0,0,0.09278350515,0.01030927835,0.05952380952,0,0.2261904762,0.02976190476,0,0,0,0,0.01111111111,0
177,118,0,37,15,5,21,210,9,0,0,29,4,12,0,38,6,0,0,0,0,2,0,6.078953954,0,1.90611268,0.772748384,0.2575827947,1.081847738,10.81847738,0.4636490304,0,0,1.493980209,0.2060662357,0.6181987072,0,1.957629239,0.3090993536,0,0,0,0,0.1030331179,0,2.660314927,0,0.8341665449,0.3381756263,0.1127252088,0.4734458768,4.734458768,0.2029053758,0,0,0.6538062109,0.09018016701,0.270540501,0,0.8567115866,0.1352702505,0,0,0,0,0.04509008351,0,0.1976549414,0,0.06197654941,0.02512562814,0.00837520938,0.0351758794,0.351758794,0.01507537688,0,0,0.09764309764,0.01346801347,0.07185628743,0,0.2275449102,0.03592814371,0,0,0,0,0.01111111111,0
178,111,0,31,23,4,22,209,14,0,0,26,3,13,0,33,9,0,0,0,0,2,0,5.718338041,0,1.597013327,1.184880855,0.2060662357,1.133364297,10.76696082,0.721231825,0,0,1.339430532,0.1545496768,0.6697152661,0,1.700046445,0.4636490304,0,0,0,0,0.1030331179,0,2.485339749,0,0.6941038939,0.5149803084,0.08956179276,0.4925898602,4.679603672,0.3134662747,0,0,0.5821516529,0.06717134457,0.2910758265,0,0.7388847903,0.2015140337,0,0,0,0,0.04478089638,0,0.1862416107,0,0.05201342282,0.03859060403,0.006711409396,0.03691275168,0.3506711409,0.02348993289,0,0,0.08873720137,0.01023890785,0.07602339181,0,0.1929824561,0.05263157895,0,0,0,0,0.01111111111,0
179,110,0,28,20,8,19,194,8,0,0,29,4,10,0,42,4,0,0,0,0,2,0,5.666821483,0,1.44246365,1.030331179,0.4121324715,0.9788146197,9.994212433,0.4121324715,0,0,1.493980209,0.2060662357,0.5151655893,0,2.163695475,0.2060662357,0,0,0,0,0.1030331179,0,2.473795681,0,0.6296934462,0.449781033,0.1799124132,0.4272919813,4.36287602,0.1799124132,0,0,0.6521824978,0.0899562066,0.2248905165,0,0.9445401693,0.0899562066,0,0,0,0,0.0449781033,0,0.1842546064,0,0.04690117253,0.03350083752,0.01340033501,0.03182579564,0.324958124,0.01340033501,0,0,0.09897610922,0.01365187713,0.05917159763,0,0.2485207101,0.02366863905,0,0,0,0,0.01111111111,0
180,106,0,38,15,7,28,189,12,0,0,29,7,17,0,48,3,0,0,0,0,2,0,5.460755247,0,1.957629239,0.772748384,0.3606159125,1.44246365,9.736629638,0.6181987072,0,0,1.493980209,0.3606159125,0.8757815018,0,2.472794829,0.1545496768,0,0,0,0,0.1030331179,0,2.385554124,0,0.8551986483,0.3375784138,0.1575365931,0.6301463724,4.253488014,0.270062731,0,0,0.6526516,0.1575365931,0.382588869,0,1.080250924,0.06751568276,0,0,0,0,0.04501045517,0,0.177852349,0,0.06375838926,0.02516778523,0.01174496644,0.04697986577,0.317114094,0.02013422819,0,0,0.1,0.02413793103,0.09826589595,0,0.2774566474,0.01734104046,0,0,0,0,0.01111111111,0
181,116,0,27,18,7,25,210,10,0,0,26,4,14,0,29,1,0,0,0,0,2,0,5.975920836,0,1.390947091,0.9272980608,0.3606159125,1.287913973,10.81847738,0.5151655893,0,0,1.339430532,0.2060662357,0.721231825,0,1.493980209,0.05151655893,0,0,0,0,0.1030331179,0,2.610755238,0,0.6076757881,0.4051171921,0.1575455747,0.5626627668,4.726367241,0.2250651067,0,0,0.5851692774,0.09002604268,0.3150911494,0,0.6526888095,0.02250651067,0,0,0,0,0.04501302134,0,0.1952861953,0,0.04545454545,0.0303030303,0.01178451178,0.04208754209,0.3535353535,0.01683501684,0,0,0.08934707904,0.01374570447,0.08187134503,0,0.1695906433,0.005847953216,0,0,0,0,0.01111111111,0
182,117,0,26,19,8,23,182,14,0,0,26,4,13,0,41,11,0,0,0,0,2,0,6.027437395,0,1.339430532,0.9788146197,0.4121324715,1.184880855,9.376013726,0.721231825,0,0,1.339430532,0.2060662357,0.6697152661,0,2.112178916,0.5666821483,0,0,0,0,0.1030331179,0,2.625840673,0,0.5835201496,0.4264185708,0.1795446614,0.5161909016,4.084641047,0.3142031575,0,0,0.5835201496,0.0897723307,0.2917600748,0,0.9201663897,0.2468739094,0,0,0,0,0.04488616535,0,0.196969697,0,0.04377104377,0.03198653199,0.01346801347,0.03872053872,0.3063973064,0.02356902357,0,0,0.08843537415,0.01360544218,0.07602339181,0,0.2397660819,0.06432748538,0,0,0,0,0.01111111111,0
183,112,1,32,17,3,25,210,16,0,0,27,4,13,0,42,4,0,0,0,0,2,0,5.7698546,0.05151655893,1.648529886,0.8757815018,0.1545496768,1.287913973,10.81847738,0.8242649429,0,0,1.390947091,0.2060662357,0.6697152661,0,2.163695475,0.2060662357,0,0,0,0,0.1030331179,0,2.519262628,0.02249341632,0.7197893223,0.3823880774,0.06748024896,0.562335408,4.723617427,0.3598946611,0,0,0.6073222407,0.08997366528,0.2924144122,0,0.9447234855,0.08997366528,0,0,0,0,0.04498683264,0,0.1879194631,0.001677852349,0.05369127517,0.02852348993,0.005033557047,0.04194630872,0.3523489933,0.02684563758,0,0,0.09342560554,0.01384083045,0.07647058824,0,0.2470588235,0.02352941176,0,0,0,0,0.01111111111,0
